Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml),Unnamed: 12,nutrition_risk,Disease,Portion_Size_g,Meal_ID,Day_Type,Log_Index,Confidence_Level
Tuna Melt,Meal/Processed,450,23.83903047,32.77954625,24.74219167,2.941279883,4.053406635,941.4339159,48.89481524,Lunch,250,,Moderate,"Hypertension, Obesity, Heart Disease",100,7,Weekend,9988,Medium
Choripan (1 sandwich),Meal/Processed,550,20.0,40.0,35.0,3.0,4.0,1100.0,80.0,Lunch,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",250,164,Weekday,506,High
Raspberries (1 cup),Fruit,64,1.489509214,15.23805592,0.782452322,7.632007122,5.497325167,1.047407139,0.0,Snack,0,,Healthy,Healthy,100,327,Weekend,9833,High
Pani Puri (6 pcs),Snack/Processed,200,4.077926465,36.62704588,4.983613737,3.14044557,1.955735953,415.1503509,0.0,Snack,0,,Healthy,Hypertension,180,185,Weekday,5770,Medium
Caesar Salad (with chicken),Meal/Protein,470,30.47472147,14.33038978,30.33870178,3.097477086,2.909666566,851.5789177,78.65902392,Lunch,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",250,412,Weekend,4786,Medium
Sage (2 leaves),Condiment,1,0.0,0.103508251,0.0,0.102571972,0.0,0.0,0.0,Dinner,0,,Healthy,Healthy,100,359,Weekday,2532,Medium
Espresso Martini (1 drink),Beverage,280,0.522445813,24.04417357,0.0,0.0,24.5378424,5.182685662,0.0,Snack,120,,Moderate,Diabetes,200,240,Weekday,4176,Medium
Pecorino Romano (1/4 cup),Dairy,110,7.627772764,0.990145698,8.400568555,0.0,0.0,440.4471103,24.65157179,Dinner,0,,Healthy,Hypertension,100,94,Weekday,9122,Medium
Chickpeas (1/2 cup canned),Legume,135,6.831571122,22.54727894,2.068020714,5.814081654,2.988736435,245.6722993,0.0,Lunch,0,,Healthy,Healthy,100,323,Weekday,5500,High
Tofu Stir-fry,Meal/Vegetarian,400,18.0,30.0,22.0,7.0,9.0,500.0,0.0,Dinner,250,,Moderate,"Hypertension, Obesity, Heart Disease",150,380,Weekday,23,Medium
Eggs Benedict (1 serving),Meal/Protein,600,25.07911323,28.55013015,40.95123953,2.868589431,3.924138377,1104.241183,452.8197145,Breakfast,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",180,353,Weekday,7117,High
Muffin (Blueberry 1 large),Grain/Dessert,380,4.813309808,54.81282388,15.5672734,2.064839146,29.55621629,340.4224571,51.50378044,Breakfast,250,,Unhealthy,"Diabetes, Obesity",150,85,Weekend,6117,High
Coconut Water (1 cup),Beverage,46,1.752228755,8.568428843,0.502282082,2.503954033,6.459905673,240.7969413,0.0,Snack,240,,Healthy,Healthy,250,405,Weekday,2944,Medium
Pesto (1/4 cup),Condiment,290,4.877031727,4.062047114,28.01642766,1.959349521,0.95456192,594.7946159,5.110484391,Dinner,0,,Moderate,"Hypertension, Heart Disease",250,459,Weekend,5585,Medium
Brown Rice (1 cup cooked),Grain,215,4.975290543,46.08106343,1.849310911,3.646079247,0.402685118,10.29102556,0.0,Lunch,0,,Healthy,Healthy,250,206,Weekend,1399,High
Macaroni Salad (1 cup),Meal/Pasta,380,7.919560137,30.62732996,24.81168095,3.039776696,5.748774447,749.8166209,19.50646226,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",200,135,Weekend,4840,Medium
Fruit Cocktail (canned 1 cup),Fruit,110,1.026379486,28.61365358,0.0,2.035388854,27.21915576,10.01735898,0.0,Snack,0,,Unhealthy,Diabetes,180,187,Weekday,1373,High
Alfajores (1 cookie),Dessert,180,1.980946275,22.35731202,10.40444299,1.015076407,14.34362516,60.70073609,19.07965514,Snack,0,,Healthy,Diabetes,200,500,Weekend,5727,Low
Bobotie (1 serving),Meal/Meat,450,24.80325336,30.80889581,25.94909427,4.758059173,15.74345658,667.0493212,150.0429024,Dinner,0,,Moderate,"Diabetes, Hypertension, Obesity, Heart Disease",200,239,Weekday,5332,Low
Caesar Salad (with chicken),Meal/Protein,470,30.83982578,15.62035945,30.13096915,3.060443874,3.126005929,930.6950071,77.69432425,Lunch,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",100,26,Weekend,7893,Low
Tomato Soup (1 can),Meal/Vegetable,170,3.918289061,24.97729589,5.704974727,4.114341604,14.42027725,907.1165582,9.892853501,Lunch,0,,Moderate,"Diabetes, Hypertension",100,115,Weekday,6868,Medium
Rosemary (garnish),Condiment,1,0.0,0.202597741,0.0,0.097922721,0.0,0.0,0.0,Dinner,0,,Healthy,Healthy,150,163,Weekday,2320,Low
Caesar Salad (with chicken),Meal/Protein,470,31.09299614,15.60521286,29.1662327,3.076374897,2.982542226,922.6109061,76.0049758,Lunch,250,,Moderate,"Hypertension, Obesity, Heart Disease",200,196,Weekday,2356,Medium
Balsamic Glaze (1 tbsp),Condiment,40,0.0,8.706174677,0.0,0.0,8.143579416,9.99824051,0.0,Lunch,0,,Healthy,Healthy,150,58,Weekend,9422,High
Coriander (1 tsp),Condiment,5,0.096756549,1.024022163,0.193306675,0.514589633,0.0,0.998370793,0.0,Lunch,0,,Healthy,Healthy,200,317,Weekend,6275,Low
Goat Cheese (1 oz),Dairy,103,5.844099286,0.098946249,8.1063273,0.0,0.096582886,148.605027,22.97248372,Lunch,0,,Healthy,Healthy,100,448,Weekend,676,Low
Mocha Latte (16oz),Beverage,360,11.55158638,48.73641865,15.3514592,1.901591479,42.36001385,147.6302193,43.01443539,Snack,473,,Unhealthy,"Diabetes, Obesity",150,281,Weekend,5390,Medium
Nutritional Yeast (1 tbsp),Condiment,20,3.05813062,1.984807247,0.0,0.981768341,0.0,9.638235924,0.0,Breakfast,0,,Healthy,Healthy,150,275,Weekday,5302,Medium
Grilled Cheese Sandwich,Meal/Processed,390,14.91842646,31.47593367,21.29612047,3.007118595,3.987232889,812.3316566,61.46848309,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",100,30,Weekend,6392,Medium
Corn on the Cob (1 large),Vegetable,125,4.813147113,28.80643447,1.42876758,2.984242542,5.152255414,1.936271964,0.0,Dinner,0,,Healthy,Healthy,150,42,Weekday,8883,Low
Oatmeal (1 cup cooked),Grain,160,6.0,28.0,3.0,4.0,1.0,2.0,0.0,Breakfast,250,,Healthy,Healthy,100,234,Weekend,11,Medium
Tomato Soup (1 can),Meal/Vegetable,170,3.922518767,24.22662326,5.806003912,3.907105752,14.69594884,902.525222,9.73252673,Lunch,0,,Moderate,"Diabetes, Hypertension",150,42,Weekend,8130,High
Choripan (1 sandwich),Meal/Processed,550,20.00654499,41.51337405,33.42314129,2.945031496,3.926184358,1124.555466,80.8882928,Lunch,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",180,2,Weekend,6628,Medium
Eggs Benedict (1 serving),Meal/Protein,600,25.25850094,30.83557484,41.43093286,2.935961655,4.044135076,1108.16772,444.0474002,Breakfast,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",200,149,Weekend,7388,High
Orange Juice (1 cup),Beverage,112,1.751697233,25.4295451,0.507293304,0.698507586,21.25213374,1.998787706,0.0,Breakfast,240,,Moderate,Diabetes,180,353,Weekend,2724,Medium
Hash Browns (1 cup),Vegetable,330,3.106507105,39.44645777,18.76090755,2.875301841,1.031955911,547.676935,0.0,Breakfast,0,,Moderate,Hypertension,250,477,Weekend,2063,High
Ricotta Cheese (1/4 cup),Dairy,85,5.74171565,2.445608043,6.266527729,0.0,1.025817056,51.17223442,23.33714826,Dinner,0,,Healthy,Healthy,150,219,Weekday,7626,High
Kiwifruit (1 medium),Fruit,46,0.943127508,10.7444782,0.417918082,2.395687666,6.862215771,1.975586214,0.0,Snack,0,,Healthy,Healthy,200,200,Weekday,1085,Low
Cacio e Pepe (1.5 cups),Meal/Pasta,500,17.6927184,67.83088577,19.88239051,3.874002257,2.975548502,695.5900266,52.08813816,Dinner,0,,Moderate,"Hypertension, Obesity",180,276,Weekday,3191,Medium
S'more (1 serving),Dessert,140,1.943144871,25.26079343,3.866732257,1.047402113,14.877797,90.32800009,0.0,Snack,0,,Healthy,Diabetes,100,485,Weekday,6851,High
Grilled Cheese Sandwich,Meal/Processed,390,14.70447056,32.90314668,23.05320636,3.130758708,3.970073387,777.3954047,61.53018349,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",180,413,Weekend,2764,High
Gyro (1 sandwich),Meal/Meat,600,25.56161335,53.66578745,28.99382077,4.983247932,6.236349966,1214.62573,79.67402362,Dinner,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",150,131,Weekday,6128,Medium
Tuna Melt,Meal/Processed,450,25.90611654,33.20119498,26.17632386,3.057553004,4.096754232,896.9999305,49.56565792,Lunch,250,,Moderate,"Hypertension, Obesity, Heart Disease",150,276,Weekend,8270,High
Bubble Tea (16 oz milk tea),Beverage,320,2.0,70.0,4.0,1.0,60.0,100.0,10.0,Snack,473,,Unhealthy,Diabetes,100,189,Weekday,469,Medium
Saffron (pinch),Condiment,1,0.0,0.098569752,0.0,0.0,0.0,0.0,0.0,Dinner,0,,Healthy,Healthy,200,258,Weekend,8929,High
Burger (cheeseburger),Meal/Processed,550,28.73321792,39.05247149,28.80025086,3.042308984,7.131627751,1066.683241,89.76757023,Dinner,500,,Unhealthy,"Hypertension, Obesity, Heart Disease",180,87,Weekday,9821,High
Rosemary (1 tsp topping),Condiment,1,0.0,0.193616999,0.0,0.095217738,0.0,0.0,0.0,Lunch,0,,Healthy,Healthy,150,81,Weekday,3988,Medium
Soda (1 can Coke),Beverage,140,0.0,38.95592406,0.0,0.0,37.93264867,45.59912595,0.0,Snack,355,,Unhealthy,Diabetes,150,240,Weekend,3080,Medium
Pulled Pork Sandwich,Meal/Meat,480,24.37203809,49.41809152,19.62299916,3.089589829,14.70137084,935.8879906,71.92457744,Lunch,250,,Moderate,"Diabetes, Hypertension, Obesity",200,389,Weekend,7813,High
Mozzarella (1 oz melted),Dairy,80,6.234911544,0.979202176,6.052286167,0.0,0.524282074,150.1726796,20.20475265,Dinner,0,,Healthy,Healthy,250,65,Weekend,2718,Medium
Refried Beans (1/2 cup),Legume,115,6.857922874,18.40814303,1.025143277,6.238160952,0.98777666,471.5235253,0.0,Dinner,0,,Healthy,Hypertension,250,20,Weekday,3173,Low
Cucumber Slices (1 cup),Vegetable,16,0.694657124,3.766675295,0.102560784,0.490436826,1.619530208,2.058047761,0.0,Snack,0,,Healthy,Healthy,100,458,Weekday,6716,Medium
Chicken Piccata (1 serving),Meal/Meat,350,30.7768807,9.885725507,20.92311657,0.962215041,1.93786784,604.5318642,92.78282885,Dinner,250,,Moderate,"Hypertension, Heart Disease",200,404,Weekend,5217,High
Gazpacho (1 cup),Meal/Soup,90,2.053815878,11.92457941,3.8399795,3.148565557,6.77466134,617.482852,0.0,Lunch,240,,Moderate,Hypertension,100,471,Weekend,8473,Medium
Macadamia Nuts (1 oz),Nut,204,2.303345338,3.884730115,21.46371049,2.283883795,1.248992758,0.963544627,0.0,Snack,0,,Moderate,Heart Disease,250,92,Weekend,5303,High
Ketchup (1 packet),Condiment,10,0.1,2.5,0.0,0.1,2.0,90.0,0.0,Breakfast,0,,Healthy,Healthy,100,488,Weekend,324,Medium
Corn (1 cup),Vegetable,132,4.477338536,31.43325478,1.717652597,3.594414725,8.784421427,2.073683834,0.0,Dinner,0,,Healthy,Healthy,150,11,Weekday,6270,Medium
Macaroni Salad (1 cup),Meal/Pasta,380,8.29456634,28.70924019,26.1268718,3.079390045,5.758620793,723.1193839,20.04323245,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",100,159,Weekend,2230,High
Vodka (1.5 oz),Beverage,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Snack,0,,Healthy,Healthy,200,487,Weekday,8322,Medium
Tuna Melt,Meal/Processed,450,24.95774121,32.00288818,25.08223344,3.136073875,3.98342711,923.1673689,48.91346834,Lunch,250,,Moderate,"Hypertension, Obesity, Heart Disease",100,101,Weekend,7470,Medium
Grilled Cheese Sandwich,Meal/Processed,390,14.37212712,32.84284088,21.32216321,3.105246321,3.919689989,822.9520012,57.98939822,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",250,352,Weekday,9962,High
Chicken Milanesa (1 serving),Meal/Meat,450,35.69279861,29.99234491,22.00672335,3.105530494,1.977656873,733.9420287,97.05608821,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",100,372,Weekday,9721,Medium
Arugula (2 cups),Vegetable,10,1.021601298,0.833884076,0.206890646,0.405798167,0.418894563,6.143687849,0.0,Lunch,0,,Healthy,Healthy,180,39,Weekday,2163,Medium
Lemonade (1 cup),Beverage,99,0.104290845,25.12984595,0.0,0.098537613,25.12319964,30.26855664,0.0,Snack,240,,Unhealthy,Diabetes,250,291,Weekend,5300,High
Chicken Alfredo (1.5 cups),Meal/Pasta,680,35.06569379,43.55846673,38.41304082,3.935477645,5.009467542,971.0097602,118.6857547,Dinner,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",250,268,Weekday,7375,Medium
Chicken Milanesa (1 serving),Meal/Meat,450,35.46045442,29.33590087,23.02028964,3.049705535,1.969756098,671.8641068,99.98873014,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",100,426,Weekend,8728,Medium
Coconut Flakes (1 tbsp topping),Fruit,35,0.296663196,1.465924943,3.404195732,0.713042233,0.490295708,0.966313992,0.0,Breakfast,0,,Healthy,Healthy,200,375,Weekend,782,Medium
Coarse Salt (garnish),Condiment,0,0.0,0.0,0.0,0.0,0.0,199.9309501,0.0,Lunch,0,,Healthy,Healthy,150,467,Weekend,1440,High
Arancini (1 large ball),Snack/Processed,250,9.0,30.0,10.0,3.0,3.0,500.0,30.0,Snack,0,,Healthy,Hypertension,100,195,Weekday,582,Medium
Gnocchi (1 cup),Meal/Pasta,210,4.35913114,45.97404584,1.532252726,2.941137542,1.911940508,486.8720713,0.0,Dinner,0,,Healthy,Hypertension,250,8,Weekend,2624,Medium
Caesar Salad (with chicken),Meal/Protein,470,30.27733428,15.42841082,29.87533849,3.070984525,2.889020708,894.2957269,72.40443288,Lunch,250,,Moderate,"Hypertension, Obesity, Heart Disease",200,91,Weekday,7585,Medium
Vitello Tonnato (1 serving),Meal/Meat,380,33.66524636,3.035827855,26.0203067,0.483895358,1.037938144,601.0308532,107.0263491,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",250,136,Weekday,3215,Medium
Muffin (Blueberry 1 large),Grain/Dessert,380,4.819528717,53.23431443,16.734168,1.989814714,31.05792048,336.3268515,50.54140166,Breakfast,250,,Unhealthy,"Diabetes, Obesity",100,134,Weekday,9260,Medium
Chocolate Chip Cookie (1 large),Dessert,220,2.461915567,29.21267747,10.78265465,1.455067266,19.37046495,158.7324514,19.58110238,Snack,0,,Moderate,Diabetes,200,481,Weekend,6322,High
Naan Bread (1 piece),Grain,260,7.661778607,46.80698204,4.803440032,2.06740121,3.078285031,440.0308119,10.00544012,Dinner,0,,Healthy,Hypertension,180,58,Weekend,1994,Medium
Hummus Wrap (large),Meal/Vegetarian,450,15.55943949,62.91805431,18.85335562,12.34860308,4.75774666,833.3941004,0.0,Lunch,500,,Moderate,"Hypertension, Obesity",250,302,Weekend,4910,High
Chicken Milanesa (1 serving),Meal/Meat,450,33.33004014,28.93721492,21.40171761,3.108979009,2.064063039,720.3337865,100.447594,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",180,128,Weekend,5122,High
Chicken & Rice Soup (1 can),Meal/Processed,130,7.0,18.0,3.0,2.0,2.0,850.0,15.0,Lunch,250,,Moderate,Hypertension,250,453,Weekday,301,Medium
Popcorn (3 cups air-popped),Grain,93,3.081698307,18.64460348,1.125425324,3.561521128,0.100044879,2.021093113,0.0,Snack,250,,Healthy,Healthy,150,160,Weekend,3632,Medium
Pretzel Bun (1 medium),Grain,230,8.343127159,44.0399767,1.937168158,2.094402973,4.133501587,551.0421284,0.0,Lunch,0,,Healthy,Hypertension,180,146,Weekday,7455,Medium
Peanut Butter & Jelly Sandwich,Meal/Processed,390,11.57385588,48.88373249,17.16966432,5.187803993,20.384959,460.799081,0.0,Lunch,250,,Moderate,"Diabetes, Hypertension, Obesity",250,35,Weekend,3214,High
Gelato (Pistachio 1/2 cup),Dessert,220,4.961868883,23.46765499,12.02330467,2.056928334,19.51899642,58.14155894,41.99953144,Snack,0,,Moderate,Diabetes,250,148,Weekend,4138,Medium
Macaroni Salad (1 cup),Meal/Pasta,380,7.650361825,29.57586272,25.06489553,3.024348671,6.190474508,748.3644479,19.83178073,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",150,249,Weekend,6277,High
Bagel (plain),Grain,270,11.05634811,57.13399786,1.461909083,1.93706704,4.945344111,443.9406167,0.0,Breakfast,250,,Healthy,Hypertension,100,300,Weekday,5569,Low
Pecorino Cheese (1 tbsp),Dairy,25,1.517113331,0.098441142,2.059965489,0.0,0.0,111.2570512,6.087461204,Dinner,0,,Healthy,Healthy,180,10,Weekend,4465,High
Osso Buco (1 serving),Meal/Meat,550,42.81764867,14.34674838,30.15252063,3.87380199,6.093415368,884.3418339,154.4811694,Dinner,0,,Unhealthy,"Hypertension, Obesity, Heart Disease",250,50,Weekend,2332,Medium
Chicken Alfredo (1.5 cups),Meal/Pasta,680,33.74764045,44.93246616,36.32130444,3.911405414,4.77984985,1013.200373,123.5234966,Dinner,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",200,257,Weekday,9270,Medium
Raisins (1/4 cup),Fruit,130,1.344223265,33.01359388,0.194316626,1.619675419,25.51526546,4.873303344,0.0,Snack,0,,Unhealthy,Diabetes,250,285,Weekend,7340,Medium
Macaroni Salad (1 cup),Meal/Pasta,380,7.74036972,29.18073198,25.95804718,2.940110739,6.246988721,772.2515149,19.27464381,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",200,137,Weekday,925,High
Peanut Butter & Jelly Sandwich,Meal/Processed,390,11.47044977,50.19902648,17.54210094,5.191701664,20.0609322,433.40848,0.0,Lunch,250,,Moderate,"Diabetes, Hypertension, Obesity",200,142,Weekend,9344,Low
Chicken Milanesa (1 serving),Meal/Meat,450,35.40237972,30.08158606,22.36124987,2.948441336,1.902871343,695.4737804,95.19501283,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",150,23,Weekend,4569,High
Eggs Benedict (1 serving),Meal/Protein,600,24.23529074,30.65906914,38.434456,3.061705427,4.029319396,1074.012747,461.3744503,Breakfast,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",250,1,Weekday,3576,Medium
Orange Juice (1 cup),Beverage,112,1.705052761,25.81118893,0.49910318,0.705509114,20.23194747,1.986867881,0.0,Breakfast,240,,Moderate,Diabetes,250,375,Weekend,1447,Medium
Aperol Spritz (1 drink),Beverage,180,0.0,20.0,0.0,0.0,20.0,10.0,0.0,Snack,150,,Moderate,Diabetes,180,460,Weekday,518,Low
Arugula (2 cups),Vegetable,10,0.984348222,0.830535809,0.192444089,0.419253789,0.40725924,6.017947879,0.0,Lunch,0,,Healthy,Healthy,180,64,Weekend,9800,Medium
Arancini (1 large ball),Snack/Processed,250,8.688440891,29.60848243,9.866486841,2.953254706,3.045905057,498.5134067,29.26254342,Snack,0,,Healthy,Hypertension,150,52,Weekend,6040,Medium
Ramen (Instant 1 pack),Meal/Processed,380,9.148716704,52.68487717,13.99956679,1.926156651,2.017663996,1581.474662,0.0,Lunch,500,,Unhealthy,Hypertension,250,95,Weekday,9500,Medium
Sweet & Sour Chicken (1 cup),Meal/Processed,380,17.76148552,43.31219988,14.43950155,2.937937602,25.86581706,777.9697053,48.25637515,Dinner,0,,Unhealthy,"Diabetes, Hypertension",150,146,Weekday,2641,Medium
Chocolate Croissant,Dessert,350,6.116470848,40.38108176,19.80744972,3.071112808,14.95850177,305.8486329,40.28338623,Breakfast,250,,Moderate,Diabetes,180,471,Weekend,1333,Low
Chicken Milanesa (1 serving),Meal/Meat,450,35.9155904,28.66793178,21.63125158,3.030886372,2.047972665,731.0831929,103.2417564,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",150,454,Weekday,5379,Low
Brie Cheese (1 oz),Dairy,95,6.041685406,0.099228881,7.57937402,0.0,0.097353293,169.424902,28.18071125,Snack,0,,Healthy,Healthy,250,132,Weekend,5977,Medium
S'more (1 serving),Dessert,140,2.077183465,24.98612277,4.046944384,1.020673083,15.30924083,86.5808787,0.0,Snack,0,,Moderate,Diabetes,100,412,Weekend,9456,High
Century Egg (1 egg),Protein,100,6.988458116,1.043460421,7.035472959,0.0,0.483036396,290.7300896,201.1141197,Breakfast,0,,Healthy,Heart Disease,150,72,Weekend,9241,High
Pork Chop (4oz grilled),Protein/Meat,220,29.92264461,0.0,9.63694477,0.0,0.0,67.83512177,84.25575514,Dinner,250,,Healthy,Healthy,180,57,Weekend,9166,Low
Cacio e Pepe (1.5 cups),Meal/Pasta,500,17.6927184,67.83088577,19.88239051,3.874002257,2.975548502,695.5900266,52.08813816,Dinner,0,,Moderate,"Hypertension, Obesity",180,276,Weekday,3191,Medium
Choripan (1 sandwich),Meal/Processed,550,20.00654499,41.51337405,33.42314129,2.945031496,3.926184358,1124.555466,80.8882928,Lunch,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",180,2,Weekend,6628,Medium
White Bread (1 slice),Grain,70,2.01857826,13.45787204,1.034423725,0.593100274,1.168551684,145.5721855,0.0,Breakfast,0,,Healthy,Healthy,250,467,Weekend,4836,High
Beef Tacos (2 hard shell),Meal/Meat,380,17.28628138,27.84336105,22.66544383,5.013226596,3.083339902,605.1027229,52.45890824,Dinner,500,,Moderate,"Hypertension, Obesity, Heart Disease",100,379,Weekday,1875,Medium
Gin & Tonic (1 drink),Beverage,170,0.0,12.67378315,0.0,0.0,13.1122403,2.068578304,0.0,Snack,180,,Healthy,Diabetes,200,293,Weekday,8744,Medium
Puff Pastry (1 oz wrapper),Grain,115,1.432293435,8.622709095,8.006902173,0.494793346,0.0,102.1050828,0.0,Dinner,0,,Healthy,Healthy,150,43,Weekday,2699,Medium
Osso Buco (1 serving),Meal/Meat,550,46.05662868,14.94054574,29.52043316,3.999228414,6.153213633,856.3009212,143.1079043,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",250,132,Weekday,4230,Medium
Breadstick (1 large),Grain,160,4.185560158,28.51133075,2.879094509,1.004661007,2.010167959,338.9416829,0.0,Dinner,0,,Healthy,Healthy,180,104,Weekend,1663,High
Blue Cheese (1 oz),Dairy,100,5.731678044,0.682390349,8.189596393,0.0,0.095003977,312.8196955,20.55728272,Snack,0,,Healthy,Healthy,250,155,Weekday,867,High
Cannoli (1 medium),Dessert,240,5.198961585,24.59021625,12.69441226,0.995783697,18.69783284,104.6715603,28.71074597,Snack,0,,Moderate,Diabetes,180,92,Weekend,5117,Medium
Caesar Salad (with chicken),Meal/Protein,470,29.86825464,14.44577233,30.40758583,2.941149792,3.135996183,885.7114651,77.84613047,Lunch,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",150,167,Weekend,8932,Low
Spinach Artichoke Dip (1/4 cup),Snack/Processed,160,4.871389277,5.951664944,14.4511851,2.058285399,1.993558377,359.0969186,28.82092196,Snack,0,,Healthy,Healthy,150,28,Weekend,6590,Medium
Cheesecake (1 slice),Dessert,320,4.860929911,27.17382957,19.97997741,1.024473029,19.8786853,285.6325798,63.90146416,Snack,250,,Moderate,Diabetes,150,449,Weekday,8060,High
Mussels (3oz steamed),Protein/Seafood,146,20.14386314,5.774484137,3.873049281,0.0,0.0,297.1764282,46.72037087,Dinner,0,,Healthy,Healthy,250,71,Weekend,1262,High
Collard Greens (1 cup cooked),Vegetable,60,4.899229505,9.891208114,1.03650533,6.910764937,0.961811569,39.22408294,0.0,Dinner,0,,Healthy,Healthy,100,198,Weekend,6692,Medium
